ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Response,Z_Revenue_correct,Age,MntTotal,NumTotalPurchases,AcceptedTotalFirstFiveCmps,AcceptedTotalFirstFiveCmpsMorePilot,TotalYearAfterRegistration,TotalChildren,DaysOfRegistration,NumTotalPurchasesByMonthRegistred,PurchaseEveryNDays
1291,1978,PhD,Together,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,False,False,False,False,False,False,3,False,0,42,306,12,0,0,8,1,695,0.5179856115107914,57.916666666666664
4136,1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,False,False,False,False,False,False,3,False,0,28,79,7,0,0,8,1,574,0.36585365853658536,82.0
803,1968,Graduation,Together,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,False,False,False,False,False,False,3,False,0,52,17,3,0,0,7,2,451,0.19955654101995565,150.33333333333334
4298,1973,PhD,Together,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,False,False,False,False,False,False,3,False,0,47,9,3,0,0,6,1,98,0.9183673469387755,32.666666666666664
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,False,True,False,False,False,False,3,False,0,45,954,24,1,1,6,1,37,19.45945945945946,1.5416666666666667
9606,1965,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,False,False,True,True,False,False,3,True,11,55,1492,12,2,3,7,0,307,1.1726384364820848,25.583333333333332
8534,1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,False,True,False,False,False,False,3,False,0,68,962,24,1,1,7,2,349,2.0630372492836675,14.541666666666668
5153,1967,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,True,False,False,False,False,False,3,True,11,53,1502,32,1,2,7,1,493,1.947261663286004,15.40625
961,1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,False,False,False,False,False,False,3,False,0,48,789,15,0,0,7,1,291,1.5463917525773196,19.4
5011,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,False,False,False,False,False,False,3,False,0,57,774,21,0,0,7,1,255,2.4705882352941178,12.142857142857142
6653,1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,False,False,False,False,False,False,3,True,11,50,395,14,0,1,8,2,700,0.6,50.0
9094,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,False,False,False,False,False,False,3,True,11,65,395,14,0,1,8,1,696,0.603448275862069,49.714285714285715
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,False,False,False,False,False,False,3,False,0,45,577,17,0,0,6,1,49,10.408163265306122,2.8823529411764706
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,True,False,False,False,False,False,3,False,0,44,17,3,1,1,6,2,103,0.8737864077669903,34.33333333333333
2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,False,False,True,True,False,False,3,False,0,51,2153,22,2,2,7,0,318,2.0754716981132075,14.454545454545455
5107,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,True,False,False,False,False,False,3,False,0,47,29,4,1,1,6,2,42,2.857142857142857,10.5
3979,1983,PhD,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,False,False,True,False,False,False,3,True,11,37,1728,16,1,2,7,0,404,1.188118811881188,25.25
6049,1982,Master,Together,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,True,False,False,True,False,False,3,False,0,38,1767,26,2,2,7,0,207,3.7681159420289854,7.961538461538462
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,False,False,False,False,False,False,3,False,0,60,39,5,0,0,7,2,359,0.4178272980501393,71.8
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,False,False,False,False,False,False,3,True,11,68,60,5,0,1,6,2,116,1.293103448275862,23.2
3910,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,True,False,True,True,False,False,3,True,11,45,1835,17,3,4,7,0,265,1.9245283018867922,15.588235294117649
5207,1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,False,False,False,False,False,False,3,True,11,57,661,19,0,1,8,2,644,0.8850931677018634,33.89473684210526
11114,1970,Graduation,Together,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,False,False,False,False,False,False,3,False,0,50,52,6,0,0,7,1,507,0.3550295857988166,84.49999999999999
5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,False,False,False,False,False,False,3,False,0,72,182,9,0,0,7,1,314,0.8598726114649682,34.888888888888886
9400,1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,False,False,False,False,False,False,3,False,0,62,1329,18,0,0,6,0,9,60.0,0.5
1740,1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,False,True,False,False,False,False,3,False,0,76,961,14,1,1,6,0,84,5.0,6.0
7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,False,False,False,False,False,False,3,False,0,57,810,21,0,0,7,1,524,1.202290076335878,24.952380952380953
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,True,False,False,False,False,False,3,True,11,48,216,10,1,2,8,1,673,0.44576523031203563,67.30000000000001
635,1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,False,False,False,False,False,False,3,False,0,54,540,17,0,0,7,2,468,1.0897435897435899,27.52941176470588
7527,1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,False,False,False,False,False,False,3,False,0,52,68,6,0,0,8,1,586,0.3071672354948805,97.66666666666669
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,False,True,False,False,False,False,3,False,0,49,1226,18,1,1,7,1,489,1.1042944785276072,27.16666666666667
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,True,False,False,False,False,False,3,False,0,45,20,3,1,1,7,1,196,0.45918367346938777,65.33333333333333
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,False,False,False,False,False,True,3,False,0,56,89,6,0,0,7,3,545,0.33027522935779813,90.83333333333334
2931,1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,False,False,False,True,False,False,3,False,0,42,982,22,1,1,8,0,647,1.0200927357032457,29.40909090909091
907,1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,False,False,False,False,False,False,3,False,0,45,335,13,0,0,7,1,213,1.8309859154929577,16.384615384615383
3698,1983,Graduation,Together,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,False,False,True,False,False,False,3,True,11,37,1889,18,1,2,8,0,690,0.782608695652174,38.33333333333333
9516,1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,False,True,False,False,True,False,3,True,11,49,1110,26,2,3,8,0,681,1.145374449339207,26.192307692307693
679,1957,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,False,False,False,False,False,False,3,False,0,63,37,4,0,0,8,2,648,0.18518518518518517,162.0
7384,1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,False,False,False,False,False,False,3,False,0,69,438,15,0,0,7,0,344,1.3081395348837208,22.933333333333337
5043,1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,False,False,False,False,False,False,3,False,0,69,290,11,0,0,8,0,602,0.5481727574750831,54.72727272727273
5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,False,False,False,False,False,False,3,False,0,50,39,4,0,0,7,1,473,0.2536997885835095,118.25
339,1972,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,False,True,False,False,False,False,3,True,11,48,492,16,1,2,8,1,584,0.8219178082191781,36.5
2516,1969,2n Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,False,False,False,False,False,False,3,False,0,51,44,5,0,0,7,2,387,0.38759689922480617,77.4
9010,1972,Master,Married,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,True,False,True,True,False,False,3,True,11,48,2136,22,3,4,7,0,505,1.306930693069307,22.954545454545453
378,1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,False,False,False,False,False,False,3,False,0,49,669,19,0,0,8,0,547,1.0420475319926874,28.789473684210527
4808,1956,Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,False,False,False,False,False,False,3,False,0,64,14,3,0,0,7,0,298,0.30201342281879195,99.33333333333333
5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,False,False,False,False,False,False,3,False,0,49,25,4,0,0,7,1,334,0.3592814371257485,83.5
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,False,False,False,False,False,False,3,False,0,47,68,6,0,0,6,1,104,1.7307692307692306,17.333333333333336
7128,1977,PhD,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,False,False,False,False,False,False,3,False,0,43,10,3,0,0,7,2,205,0.43902439024390244,68.33333333333333
2811,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,False,False,False,False,False,False,3,False,0,57,61,5,0,0,6,2,79,1.89873417721519,15.799999999999999
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,False,False,False,False,False,False,3,False,0,66,150,8,0,0,6,1,93,2.5806451612903225,11.625
1663,1978,PhD,Together,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,False,False,False,False,False,False,3,False,0,42,39,4,0,0,7,1,248,0.48387096774193544,62.00000000000001
5543,1966,Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,False,True,False,False,False,False,3,False,0,54,724,20,1,1,7,1,371,1.6172506738544474,18.55
1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,False,False,True,False,False,False,3,True,11,74,1641,14,1,2,6,0,131,3.206106870229008,9.357142857142856
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,False,False,False,False,False,False,3,False,0,42,32,6,0,0,8,2,550,0.32727272727272727,91.66666666666667
5336,1971,Master,Together,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,False,False,False,False,False,False,3,False,0,49,51,2,0,0,7,1,391,0.1534526854219949,195.5
6024,1953,Graduation,Together,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,False,True,True,True,False,False,3,True,11,67,2130,18,3,4,7,0,483,1.1180124223602483,26.833333333333336
1878,1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,False,False,False,False,False,False,3,False,0,35,27,5,0,0,6,0,132,1.1363636363636362,26.400000000000002
3099,1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,False,False,False,False,False,False,3,False,0,50,261,11,0,0,7,2,490,0.6734693877551021,44.54545454545454
6055,1979,Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,False,True,False,False,False,False,3,False,0,41,1233,18,1,1,8,0,606,0.8910891089108911,33.666666666666664
5841,1966,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,False,False,False,False,False,False,3,False,0,54,778,21,0,0,7,1,367,1.7166212534059946,17.476190476190474
3972,1976,Graduation,Together,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,False,False,False,False,False,False,3,False,0,44,337,13,0,0,7,2,453,0.8609271523178809,34.84615384615385
4394,1965,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,False,True,True,False,False,False,3,False,0,55,1487,22,2,2,6,0,38,17.36842105263158,1.7272727272727273
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,True,False,True,True,True,False,3,True,11,38,1143,27,4,5,6,0,167,4.850299401197605,6.185185185185185
6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,False,False,False,False,False,False,3,False,0,48,1040,25,0,0,7,1,343,2.186588921282799,13.719999999999999
4603,1960,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,False,False,False,False,False,False,3,False,0,60,650,19,0,0,6,1,150,3.8,7.894736842105264
8427,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,False,False,False,False,False,False,3,False,0,64,1497,22,0,0,8,0,584,1.13013698630137,26.545454545454543
10260,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,False,False,False,False,False,False,3,False,0,55,297,12,0,0,7,1,308,1.1688311688311688,25.666666666666668
7143,1955,2n Cycle,Together,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,False,False,False,False,False,False,3,False,0,65,783,21,0,0,7,1,236,2.669491525423729,11.238095238095237
8789,1989,2n Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,False,False,False,False,False,False,3,False,0,31,262,11,0,0,6,1,170,1.9411764705882353,15.454545454545455
6197,1962,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,False,False,False,False,False,False,3,False,0,58,54,6,0,0,7,2,436,0.41284403669724773,72.66666666666666
4554,1965,Graduation,Together,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,False,False,False,False,False,False,3,False,0,55,358,13,0,0,7,1,272,1.4338235294117647,20.923076923076923
4937,1973,2n Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,False,False,False,False,False,False,3,False,0,47,39,4,0,0,6,2,20,6.0,5.0
1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,False,False,False,False,False,False,3,False,0,48,75,6,0,0,7,2,336,0.5357142857142857,56.0
8749,1984,Graduation,Together,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,False,False,False,False,False,False,3,False,0,36,41,4,0,0,6,1,149,0.8053691275167785,37.25
1650,1960,Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,False,False,False,False,False,False,3,False,0,60,1505,26,0,0,7,0,434,1.7972350230414746,16.692307692307693
10377,1958,Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,False,False,False,False,False,False,3,False,0,62,309,12,0,0,7,1,389,0.9254498714652957,32.416666666666664
9206,1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,False,False,True,False,False,False,3,False,0,52,987,24,1,1,6,1,174,4.137931034482759,7.249999999999999
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,True,False,False,False,False,True,3,True,11,43,297,12,1,2,8,2,665,0.5413533834586466,55.41666666666667
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,False,False,False,False,False,False,3,False,0,46,46,6,0,0,6,1,93,1.9354838709677418,15.500000000000002
9212,1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,False,False,False,False,False,False,3,False,0,58,1473,22,0,0,7,1,501,1.3173652694610778,22.772727272727273
7937,1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,False,False,False,False,False,False,3,False,0,38,51,6,0,0,6,0,73,2.4657534246575343,12.166666666666666
839,1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,False,False,False,False,False,False,3,False,0,45,152,8,0,0,7,1,278,0.8633093525179856,34.75
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,False,False,False,False,False,False,3,False,0,38,111,2,0,0,7,0,200,0.3,100.0
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,True,False,False,False,False,False,3,True,11,75,1099,16,1,2,7,0,225,2.1333333333333333,14.0625
4832,1979,Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,False,False,False,False,False,False,3,False,0,41,55,6,0,0,6,1,115,1.5652173913043477,19.166666666666668
5621,1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,False,False,False,False,False,False,3,True,11,51,316,12,0,1,8,2,565,0.6371681415929203,47.083333333333336
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,False,True,False,True,False,False,3,False,0,58,1232,18,2,2,7,1,285,1.894736842105263,15.833333333333334
5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,False,False,False,False,False,False,3,False,0,72,1331,26,0,0,7,0,336,2.3214285714285716,12.923076923076922
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,False,True,True,True,False,False,3,True,11,42,769,19,3,4,8,1,681,0.8370044052863437,35.84210526315789
11039,1975,Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,False,False,False,False,False,False,3,False,0,45,270,11,0,0,7,1,286,1.153846153846154,25.999999999999996
9495,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,False,False,False,False,False,False,3,False,0,38,1117,16,0,0,7,0,418,1.1483253588516746,26.125
9635,1983,Master,Married,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,False,False,False,False,False,False,3,False,0,37,115,7,0,0,6,0,71,2.9577464788732395,10.142857142857142
2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,False,False,False,False,False,False,3,False,0,68,29,4,0,0,7,1,257,0.4669260700389105,64.25
942,1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,False,False,False,False,False,False,3,True,11,38,263,11,0,1,8,1,691,0.47756874095513746,62.81818181818182
9386,1962,Graduation,Together,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,False,True,False,False,False,False,3,False,0,58,305,12,1,1,6,1,32,11.25,2.6666666666666665
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,False,False,False,False,False,False,3,False,0,43,339,13,0,0,8,1,586,0.6655290102389078,45.07692307692308
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,False,True,False,False,False,False,3,True,11,71,1144,17,1,2,8,2,637,0.8006279434850863,37.47058823529412
2253,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,False,False,False,False,False,False,3,False,0,30,67,5,0,0,7,0,499,0.30060120240480964,99.8
5181,1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,False,False,False,False,False,False,3,False,0,38,19,3,0,0,7,1,467,0.19271948608137046,155.66666666666666
979,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,False,False,False,False,False,False,3,False,0,45,70,6,0,0,7,1,495,0.36363636363636365,82.5
10390,1959,2n Cycle,Married,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,False,False,False,False,False,False,3,False,0,61,24,4,0,0,7,1,505,0.23762376237623764,126.24999999999999
4698,1983,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,False,False,False,False,False,False,3,False,0,37,399,14,0,0,7,0,375,1.12,26.785714285714285
7793,1976,Graduation,Together,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,False,True,False,False,False,False,3,False,0,44,762,21,1,1,7,1,303,2.0792079207920793,14.428571428571429
1745,1962,PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,False,False,False,False,False,False,3,True,11,58,1301,19,0,1,7,0,423,1.3475177304964538,22.263157894736842
10590,1956,PhD,Together,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,False,False,False,False,False,False,3,False,0,64,1469,22,0,0,7,0,457,1.4442013129102846,20.77272727272727
5080,1993,Graduation,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,False,False,False,False,False,False,3,True,11,27,1118,16,0,1,7,0,252,1.9047619047619047,15.75
8369,1987,Graduation,Together,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,False,False,False,False,False,False,3,False,0,33,17,3,0,0,8,1,599,0.15025041736227046,199.66666666666666
5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,False,False,False,False,False,False,3,False,0,55,221,10,0,0,6,1,154,1.9480519480519478,15.400000000000002
2407,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,False,False,True,False,False,False,3,True,11,38,1460,19,1,2,8,0,598,0.9531772575250836,31.473684210526315
3834,1962,Graduation,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,False,False,False,False,False,False,3,False,0,58,808,21,0,0,7,1,470,1.3404255319148937,22.38095238095238
7912,1978,Graduation,Married,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,True,False,False,False,False,False,3,False,0,42,70,6,1,1,7,1,434,0.4147465437788018,72.33333333333334
7712,1946,PhD,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,False,False,False,False,False,False,3,False,0,74,605,18,0,0,6,0,63,8.571428571428571,3.5
1065,1963,Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,False,False,False,False,False,False,3,False,0,57,1900,18,0,0,7,0,183,2.9508196721311477,10.166666666666666
7275,1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,False,False,False,False,False,False,3,False,0,49,119,7,0,0,7,2,269,0.7806691449814126,38.42857142857143
1343,1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,False,False,False,False,False,False,3,False,0,52,498,16,0,0,8,2,642,0.7476635514018692,40.12499999999999
1384,1992,Basic,Married,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,True,False,False,False,False,False,3,False,0,28,40,5,1,1,7,1,219,0.684931506849315,43.800000000000004
9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,False,False,False,False,False,False,3,False,0,46,397,14,0,0,7,2,396,1.0606060606060606,28.28571428571429
6181,1950,2n Cycle,Together,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,False,False,False,False,False,False,3,False,0,70,911,26,0,0,8,0,699,1.1158798283261802,26.884615384615387
10507,1977,2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,False,True,False,False,False,False,3,False,0,43,774,11,1,1,7,1,340,0.9705882352941176,30.90909090909091
2674,1958,Master,Single,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,False,False,False,False,False,False,3,True,11,62,1061,15,0,1,8,1,664,0.677710843373494,44.266666666666666
2698,1976,Graduation,Single,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,False,False,False,False,False,False,3,False,0,44,389,14,0,0,7,1,235,1.7872340425531916,16.785714285714285
3231,1973,Graduation,Married,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,False,False,False,False,False,False,3,False,0,47,23,4,0,0,7,1,217,0.5529953917050692,54.24999999999999
4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,False,False,False,False,False,False,3,False,0,52,182,9,0,0,7,1,186,1.4516129032258065,20.666666666666664
10476,1958,Graduation,Married,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,False,False,False,False,False,False,3,False,0,62,221,10,0,0,6,1,48,6.25,4.8
5948,1975,Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,False,False,False,False,False,False,3,False,0,45,220,10,0,0,6,1,62,4.838709677419354,6.200000000000001
9140,1960,2n Cycle,Together,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,False,False,False,False,False,False,3,False,0,60,90,6,0,0,7,2,187,0.9625668449197861,31.166666666666668
10258,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,False,False,False,False,False,False,3,False,0,55,32,4,0,0,7,3,420,0.2857142857142857,105.0
5675,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,False,True,False,False,False,False,3,False,0,60,489,16,1,1,8,1,634,0.7570977917981073,39.625
4743,1969,PhD,Married,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,False,False,False,False,False,False,3,False,0,51,883,23,0,0,7,1,484,1.4256198347107438,21.043478260869566
8805,1960,Graduation,Single,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,False,False,False,False,False,False,3,False,0,60,344,13,0,0,8,1,575,0.6782608695652174,44.23076923076923
